ARO	Shorten Name	Gene Name	Antibiotics	Resistance Mechanism	AMR gene Family	Description	Species	UC-1-1	UC-1-2	UC-2-1	UC-2-2	RT-1-1	RT-1-2	RT-2-1	RT-2-2	RT-3-1	RT-3-2	RT-4-1	RT-4-2	RT-5-1	RT-5-2	UC-3-1	UC-3-2	UC-4-1	UC-4-2	UC-5-1	UC-5-2	UC-6-1	UC-6-2	UC-7-1	UC-7-2	UC-8-1	UC-8-2	RT-6-1	RT-6-2	RT-7-1	RT-7-2	UC-9-1	UC-9-2	RT-8-1	RT-8-2	UC-10-1	UC-10-2	UC-11-1	UC-11-2	UC-12-1	UC-12-2	UC-13-1	UC-13-2	RT-9-1	RT-9-2	RT-10-1	RT-10-2	RT-11-1	RT-11-2	UC-14-1	UC-14-2	UC-15-1	UC-15-2	UC-16-1	UC-16-2	RT-12-1	RT-12-2	UC-17-1	UC-17-2	UC-18-1	UC-18-2	UC-19-1	UC-19-2	RT-13-1	RT-13-2	UC-20-1	UC-20-2	RT-14-1	RT-14-2	RT-15-1	RT-15-2	RT-16-1	RT-16-2	RT-17-1	RT-17-2	RT-18-1	RT-18-2	UC-21-1	UC-21-2	RT-19-1	RT-19-2	UC-22-1	UC-22-2	RT-20-1	RT-20-2	RT-21-1	RT-21-2	UC-23-1	UC-23-2	RT-22-1	RT-22-2	RT-23-1	RT-23-2	UC-24-1	UC-24-2	RT-24-1	RT-24-2	RT-25-1	RT-25-2	RT-26-1	RT-26-2	RT-27-1	RT-27-2	RT-28-1	RT-28-2	RT-29-1	RT-29-2	UC-25-1	UC-25-2	UC-26-1	UC-26-2	UC-27-1	UC-27-2	UC-28-1	UC-28-2	UC-29-1	UC-29-2	RT-30-1	RT-30-2	RT-31-1	RT-31-2	UC-30-1	UC-30-2	UC-31-1	UC-31-2	UC-32-1	UC-32-2	UC-33-1	UC-33-2	UC-34-1	UC-34-2	RT-32-1	RT-32-2	RT-33-1	RT-33-2	RT-34-1	RT-34-2
3001041	TEM-176	TEM-176	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-176 is a beta-lactamase.	Escherichia coli	65	85	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	54	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	137	0	63	0	0	0	0	0
3000792	mdtA	mdtA	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.	Escherichia coli str. K-12 substr. MG1655	1473	1070	257	264	92	765	628	79	979	840	744	575	866	0	0	0	634	0	574	902	409	543	1079	0	794	0	1016	497	0	0	0	0	0	0	483	126	722	706	0	0	0	0	0	461	560	442	415	896	570	921	633	780	588	699	676	390	822	0	240	0	611	823	693	0	0	0	668	612	776	632	658	1126	918	0	1109	0	509	1119	1110	0	988	1583	347	335	0	679	0	0	0	0	0	0	980	291	726	1537	855	243	1590	778	837	0	923	1132	0	222	1040	0	836	977	0	471	830	106	1121	166	0	0	1473	463	0	0	1026	518	459	362	0	0	0	0	1157	457	398	0	0	291
3002863	dfrA8	dfrA8	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	dfrA8 is a transposon-encoded dihydrofolate reductase found in Salmonella enterica.	Salmonella enterica subsp. enterica serovar Typhimurium	797	2176	0	0	0	3538	429	0	0	0	1613	0	49	0	0	0	1666	0	0	425	0	0	0	0	2453	0	0	3302	67	11	0	0	0	0	0	34	0	773	0	275	682	0	0	0	0	33	141	0	18	3309	1303	4286	0	2373	72	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	72	602	0	0	0	12	0	0	0	70	0	0	20	559	0	0	0	105	0	436	0	20	0	86	0	0	0	0	4563	69	3873	0	0	415	302	13	0	15	0	14	0	424	0	178	1814	66	0	0	675	0	590	0	0	0	1449	0	0	0	0	0	0	0	97	74	192	0
3000903	TEM-33	TEM-33	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-33 is an inhibitor-resistant beta-lactamase that has been found in clinical isolates.	Escherichia coli	31	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	38	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
3001373	TEM-182	TEM-182	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-182 is a beta-lactamase found in clinical isolates of H. parainfluenzae.	Haemophilus parainfluenzae	61	97	35	0	0	82	71	0	115	40	87	153	45	0	0	0	62	0	0	0	30	0	81	0	50	0	0	55	0	0	0	0	0	0	0	26	46	53	0	0	89	0	45	0	41	24	0	0	0	62	61	23	94	0	0	0	23	0	24	0	0	30	0	0	0	14	0	51	0	67	0	49	56	0	143	13	0	0	95	0	0	0	0	20	0	0	0	0	138	0	0	0	0	0	93	0	64	0	89	0	88	0	87	41	0	36	0	0	0	0	0	0	0	0	49	0	0	0	0	21	116	0	47	41	30	0	0	0	174	0	85	37	58	0	0	0
3000166	tet(B)	tet(B)	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	"Tet(B) is a tetracycline efflux protein expressed in many Gram-negative bacteria. It confers resistance to tetracycline, doxycycline, and minocycline, but not tigecycline."	Gram-negative bacterium TC71	689	1585	259	0	0	896	484	0	0	0	0	0	2514	0	0	0	2714	0	0	0	0	0	3452	0	0	0	0	4739	0	0	0	0	0	0	2880	0	0	1946	0	0	0	0	0	0	0	0	0	0	0	4234	0	0	2326	2812	0	0	0	0	0	0	299	0	0	0	319	0	0	0	0	1245	401	582	1190	0	0	0	678	0	0	0	0	0	0	0	137	0	0	151	0	589	0	0	0	0	2662	0	0	0	0	0	1521	0	0	752	0	0	0	0	0	135	0	0	0	0	0	0	0	0	652	0	0	0	0	940	0	0	0	0	0	0	1301	167	542	0	0	0
3003479	tetR	tetR	tetracycline antibiotic	antibiotic efflux; antibiotic target alteration	major facilitator superfamily (MFS) antibiotic efflux pump	TetR is the repressor of the tetracycline resistance element; its N-terminal region forms a helix-turn-helix structure and binds DNA. Binding of tetracycline to TetR reduces the repressor affinity for the tetracycline resistance gene (tetA) promoter operator sites. Mutations arise within tetR results in lower affinity for tetracyclin.	Salmonella enterica subsp. enterica serovar Typhi str. CT18	218	407	36	0	0	182	90	0	0	0	0	0	478	146	0	0	670	0	0	0	0	0	573	0	0	0	0	787	0	0	0	0	0	0	511	53	0	422	0	92	0	0	0	0	0	0	187	0	0	978	0	336	447	291	70	0	0	0	80	0	79	0	0	0	0	60	0	0	0	332	112	118	197	23	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	338	0	0	165	0	0	0	0	383	0	0	0	0	0	0	0	0	0	174	0	0	0	0	239	0	0	0	0	0	0	319	0	118	31	91	0
3000946	TEM-79	TEM-79	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-79 is an inhibitor-resistant beta-lactamase found in E. coli.	Escherichia coli	79	108	21	0	0	70	0	0	74	52	78	121	0	0	0	0	54	0	43	0	28	0	74	0	0	0	0	82	0	0	0	0	0	0	0	27	0	0	0	0	66	0	41	0	33	0	0	24	0	62	51	27	58	31	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	51	0	51	65	0	125	0	0	0	91	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	85	0	45	34	59	22	90	0	58	0	0	0	0	0	0	35	0	0	0	0	46	0	0	0	81	0	81	0	35	42	36	0	0	0	131	0	60	0	35	0	0	0
3000516	emrR	emrR	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	Escherichia coli str. K-12 substr. MG1655	396	268	0	86	39	315	213	0	251	207	234	131	334	0	0	0	212	0	84	69	91	50	317	0	258	0	76	113	0	96	0	0	0	0	110	50	161	228	0	12	58	0	0	96	122	86	70	158	108	296	204	65	202	103	110	0	148	0	0	0	140	177	169	0	0	0	180	161	0	219	138	278	175	0	306	0	109	361	329	0	207	453	64	92	0	107	0	0	0	0	0	0	379	0	334	421	117	66	446	122	260	0	329	251	0	34	144	0	0	227	76	0	129	0	377	52	110	0	289	103	128	0	216	98	38	78	0	0	0	13	296	88	73	0	135	76
3000828	baeR	baeR	aminocoumarin antibiotic; aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	Escherichia coli str. K-12 substr. W3110	18	12	13	0	0	0	0	0	21	13	0	11	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	15	0	0	11	23	0	0	12	0	0	12	15	0	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	12	0	0	13	0	0	0	0	0	0	0	0	0	0	14	0	0	0	19	0	0	0	24	0	0	0	0	0	0	0	11	0	0	0	0	0
3001376	TEM-196	TEM-196	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	From the Lahey list of beta-lactamases. Not yet released.	Shigella sonnei	66	73	0	0	0	59	0	0	79	0	70	152	0	0	0	0	70	0	0	0	31	0	70	0	45	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	62	63	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	127	0	0	0	63	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	101	0	68	0	66	0	101	0	73	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	84	0	0	53	0	0	0	0	199	0	64	0	0	0	0	0
3003838	gadW	gadW	penam; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"GadW is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance. GadW inhibits GadX-dependent activation. GadW clearly represses gadX and, in situations where GadX is missing, activates gadA and gadBC."	Escherichia coli O25b:H4	368	228	0	54	0	118	98	0	125	82	161	51	123	0	0	0	116	0	16	0	46	0	160	0	60	0	0	0	0	0	0	0	0	0	61	36	83	78	0	0	0	0	0	0	0	54	40	58	0	106	61	0	47	21	0	0	43	0	52	0	0	62	128	0	0	0	86	139	0	134	119	162	160	0	401	25	68	402	201	0	92	369	0	0	0	60	0	0	0	0	0	23	66	0	90	228	29	47	256	42	78	0	133	62	0	0	0	0	0	63	0	0	31	0	199	29	63	0	162	61	0	0	121	49	84	0	0	0	0	0	256	53	0	0	0	0
3003841	kdpE	kdpE	aminoglycoside antibiotic	antibiotic efflux	kdpDE	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	Escherichia coli str. K-12 substr. MG1655	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3004149	Ec 23S rRNA mutation	Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin	lincosamide antibiotic	antibiotic target alteration	23S rRNA with mutation conferring resistance to lincosamide antibiotics	"Point mutation in the 23S rRNA of Escherichia coli shown clinically to confer resistance to clindamycin, a lincosamide antibiotic."	Escherichia coli CFT073	90	0	83	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	110	86	121	0	65	0	204	124	0	0	86	88	81	0	0	0	0	0	60	0	0	0	55	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	51	0	59	0	0	0	0	0
3005251	SHV-213	SHV-213	carbapenem; penam; cephalosporin	antibiotic inactivation	SHV beta-lactamase	A beta-lactamase gene found in Klebsiella pneumoniae. Directly submitted to NCBI without publication on 07-NOV-2018.	Klebsiella pneumoniae	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000907	TEM-37	TEM-37	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-37 is an inhibitor-resistant beta-lactamase that has been found in clinical isolates.	Escherichia coli	55	75	0	0	0	0	0	0	68	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	52	0	0	62	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
3006875	EC-14	EC-14	cephalosporin	antibiotic inactivation	EC beta-lactamase	EC-14 is a EC beta-lactamase.	Escherichia coli	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0
3006880	EC-5	EC-5	cephalosporin	antibiotic inactivation	EC beta-lactamase	EC-5 is a EC beta-lactamase.	Escherichia	268	51	95	0	0	257	75	0	0	0	240	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	278	0	0	0	0	365	0	23	0	242	0	173	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	114	0	0	0	0	0	0	0	0	0	0
3000888	TEM-17	TEM-17	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-17 is an extended-spectrum beta-lactamase found in Capnocytophaga ochracea.	Capnocytophaga ochracea	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003069	vanXY (vanG)	vanXY gene in vanG cluster	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	"Also known as vanXYG, is a vanXY variant found in the vanG gene cluster.; Also known as vanXYG, is a vanXY variant found in the vanG gene cluster."	Enterococcus faecalis	0	394	0	63	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	28	0	0	0	34	0	0	0	0	381	0	0	3028	0	0	0	0	0	2661	0	0	0	0	0	1036	0	0	0	0	0	0	0	0	0	0	0	1685	0	0	0	0	0	1579	0	868	0	230	0	58	0	0	0	0	0	0	0	0	0	66	0	0
3002683	catI	catI	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	catI is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii.	Escherichia coli	0	71	236	0	0	136	347	0	62	0	573	0	0	0	0	0	227	87	0	0	0	0	0	0	266	55	0	0	75	408	0	0	0	0	0	172	99	357	0	0	0	161	1909	16	0	0	402	27	0	0	78	0	0	0	101	0	664	0	0	0	0	27	798	0	0	0	0	0	26	0	0	103	506	0	177	0	47	0	0	0	50	0	0	120	0	0	0	18	1370	0	64	0	0	86	0	0	14	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	101	0	0	0	0	0	794	344	0	0	28	33	66	0	0	0	0	0	0	0	0	0	0	231
3000963	TEM-96	TEM-96	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-96 is a beta-lactamase found in E. coli.	Escherichia coli	0	73	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3002860	dfrA17	dfrA17	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	dfrA17 is an integron-encoded dihydrofolate reductase found in Escherichia coli.	Pseudomonas aeruginosa	0	136	0	0	0	0	1431	260	52	0	32	68	0	14	0	0	0	0	3967	875	0	0	0	0	69	15	100	0	0	0	43	0	0	0	2981	70	18	619	0	0	0	0	0	0	0	37	0	0	182	0	65	0	4862	0	126	11	1483	0	0	158	0	0	0	0	0	0	0	2821	11	782	0	0	1407	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	75	0	0	945	79	21	0	0	13	0	0	0	0	0	0	0	0	17	0	10815	112	0	0	0	44	0	16	0	0	11	0	23	0	72	170	0	0	0	438	0	0	72	1574	0	0	0	0
3000316	mphA	mphA	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	"The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin, telithromycin, roxithromycin) over 16-membered macrolides (e.g.tylosin, spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner."	Escherichia coli	0	120	306	0	551	855	1609	134	3875	3124	18	5058	0	394	0	0	1377	68	4888	282	2642	146	1418	427	90	0	18	0	0	0	0	0	2100	0	1750	27	0	289	0	14	873	281	0	859	1488	44	0	0	104	0	2236	0	2964	0	48	0	729	0	276	82	0	0	0	0	0	82	0	595	56	3424	47	1927	3148	199	8135	445	0	16	4827	0	45	0	0	11	0	713	0	0	0	28	0	61	203	57	0	0	3418	722	0	723	22	0	1268	660	0	0	0	0	9938	43	0	0	0	134	0	0	0	0	0	0	163	0	529	1404	0	469	0	169	706	0	3883	1074	612	0	0	0
3000886	TEM-15	TEM-15	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-15 is an extended-spectrum beta-lactamase that has been found in Haemophilus parainfluenzae.	Haemophilus parainfluenzae	0	58	0	0	0	0	0	0	71	0	0	97	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	27	0	0	89	0	0	0	50	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	72	0	54	0	0	0	70	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	54	0	0	0	0	0
3002628	aad(6)	aad(6)	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	ANT(6)-Ia/aad(6) is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in E. faecalis and Streptococcus oralis.	Streptococcus oralis	0	418	0	0	0	0	0	0	0	0	0	0	571	5749	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	0	34	0	0	244	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3461	0	0	0	0	0	0	51	0	0
3000999	TEM-135	TEM-135	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-135 is a broad-spectrum beta-lactamase found in Salmonella enterica.	Salmonella enterica subsp. enterica serovar Typhimurium	0	56	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
3001030	TEM-164	TEM-164	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-164 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	Klebsiella pneumoniae	0	61	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	57	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	80	0	0	0	53	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	75	0	0	0	0	0
3003559	cepA	cepA	cephalosporin	antibiotic inactivation	CepA beta-lactamase	A beta-lactamase found in Bacteroides fragilis producing either low or high levels of the endogenous cephalosporinase activity.	Bacteroides fragilis	0	83	47	0	0	0	0	1620	0	1387	102	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	812	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	451	0	0	0	0	0	0	100	0	0	1391	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0
3000971	TEM-108	TEM-108	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-108 is a beta-lactamase that has been found in clinical isolates.	Salmonella enterica subsp. enterica serovar Typhimurium	0	65	0	0	0	0	0	0	67	0	51	89	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	52	0	95	0	0	0	56	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	69	0	54	0	0	0	68	0	79	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
3004290	ampC beta-lactamase	Escherichia coli ampC beta-lactamase	penam; cephalosporin	antibiotic inactivation	ampC-type beta-lactamase	A class C ampC beta-lactamase (cephalosporinase) enzyme described in Escherichia coli shown clinically to confer resistance to penicillin-like and cephalosporin-class antibiotics.	Escherichia coli str. K-12 substr. MG1655	0	177	0	43	0	0	238	0	272	366	0	0	0	0	0	0	0	0	326	0	192	0	0	0	129	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	53	54	19	0	0	0	321	28	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	84	0	325	0	0	88	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	65	0	36	127	67	0	0	94	0	0	482	0	0	0	0	0	0	0	0	89	0	0	0	270	43	0	0	0	0	0	0	0	0	0	0	110	0
3005264	TEM-233	TEM-233	penam; penem; cephalosporin; monobactam	antibiotic inactivation	TEM beta-lactamase	TEM-233 is a beta-lactamase.	Escherichia coli	0	27	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	30	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
